sepID,eventTime,instruments,submissionTime,versionId,link,linkedEvents,sentNotifications
2010-08-14T12:30:00-SEP-001,2010-08-14T12:30Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-18T19:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/734/-1,"[{'activityID': '2010-08-14T09:38:00-FLR-001'}, {'activityID': '2010-08-14T10:12:00-CME-001'}]","[{'messageID': '20100814-AL-001', 'messageIssueTime': '2010-08-14T12:50Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/735/1'}]"
2011-03-07T18:00:00-SEP-001,2011-03-07T18:00Z,[{'displayName': 'SOHO: COSTEP 15.8-39.8 MeV'}],2013-07-18T19:04Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/701/-1,[{'activityID': '2011-03-07T14:40:00-CME-001'}],"[{'messageID': '20110308-AL-001', 'messageIssueTime': '2011-03-08T01:37Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/704/1'}]"
2011-03-08T01:00:00-SEP-001,2011-03-08T01:00Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-18T19:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/706/-1,[{'activityID': '2011-03-07T20:12:00-CME-001'}],"[{'messageID': '20110308-AL-001', 'messageIssueTime': '2011-03-08T01:37Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/707/1'}]"
2011-03-08T01:05:00-SEP-001,2011-03-08T01:05Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-18T18:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/691/-1,[{'activityID': '2011-03-07T20:12:00-CME-001'}],"[{'messageID': '20110308-AL-001', 'messageIssueTime': '2011-03-08T01:37Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/699/1'}]"
2011-03-20T18:00:00-SEP-001,2011-03-20T18:00Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-18T20:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/766/-1,[{'activityID': '2011-03-21T02:54:00-CME-001'}],"[{'messageID': '20110321-AL-001', 'messageIssueTime': '2011-03-21T11:10Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/767/1'}]"
2011-03-21T08:00:00-SEP-001,2011-03-21T08:00Z,[{'displayName': 'SOHO: COSTEP 15.8-39.8 MeV'}],2013-07-18T20:28Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/768/-1,[{'activityID': '2011-03-21T02:54:00-CME-001'}],"[{'messageID': '20110321-AL-001', 'messageIssueTime': '2011-03-21T11:10Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/770/1'}]"
2011-03-21T11:10:00-SEP-001,2011-03-21T11:10Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-18T20:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/772/-1,[{'activityID': '2011-03-21T02:54:00-CME-001'}],"[{'messageID': '20110321-AL-001', 'messageIssueTime': '2011-03-21T11:10Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/774/1'}]"
2011-03-21T19:40:00-SEP-001,2011-03-21T19:40Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-18T20:38Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/781/-1,[{'activityID': '2011-03-21T02:54:00-CME-001'}],"[{'messageID': '20110321-AL-004', 'messageIssueTime': '2011-03-21T20:10Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/782/1'}]"
2011-06-04T04:00:00-SEP-001,2011-06-04T04:00Z,[{'displayName': 'STEREO A: IMPACT 13-100 MeV'}],2013-07-19T14:17Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/877/-1,[{'activityID': '2011-06-04T07:09:00-CME-001'}],"[{'messageID': '20110604-AL-002', 'messageIssueTime': '2011-06-04T13:24Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/878/1'}, {'messageID': '20110604-AL-001', 'messageIssueTime': '2011-06-04T13:00Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/879/1'}]"
2011-06-07T08:25:00-SEP-001,2011-06-07T08:25Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-19T14:29Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/888/-1,"[{'activityID': '2011-06-07T06:16:00-FLR-001'}, {'activityID': '2011-06-07T06:50:00-CME-001'}]","[{'messageID': '20110607-AL-001', 'messageIssueTime': '2011-06-07T11:49Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/889/1'}]"
2011-08-04T05:00:00-SEP-001,2011-08-04T05:00Z,[{'displayName': 'GOES13: SEM/EPS >100 MeV'}],2013-07-15T18:57Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/313/-1,"[{'activityID': '2011-08-04T03:41:00-FLR-001'}, {'activityID': '2011-08-04T04:10:00-CME-001'}]","[{'messageID': '20110804-AL-002', 'messageIssueTime': '2011-08-04T05:50Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/314/1'}]"
2011-08-04T05:10:00-SEP-001,2011-08-04T05:10Z,[{'displayName': 'ACE: EPAM >30 MeV'}],2013-07-15T14:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/54/-1,"[{'activityID': '2011-08-04T03:41:00-FLR-001'}, {'activityID': '2011-08-04T04:10:00-CME-001'}]","[{'messageID': '20110804-AL-002', 'messageIssueTime': '2011-08-04T05:50Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/55/1'}]"
2011-08-09T08:40:00-SEP-001,2011-08-09T08:40Z,[{'displayName': 'GOES13: SEM/EPS >100 MeV'}],2013-07-15T14:57Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/103/-1,"[{'activityID': '2011-08-09T07:48:00-FLR-001'}, {'activityID': '2011-08-09T08:30:00-CME-001'}]","[{'messageID': '20110809-AL-002', 'messageIssueTime': '2011-08-09T13:00Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/107/1'}]"
2011-08-09T08:45:00-SEP-001,2011-08-09T08:45Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-16T20:17Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/405/-1,"[{'activityID': '2011-08-09T07:48:00-FLR-001'}, {'activityID': '2011-08-09T08:30:00-CME-001'}]","[{'messageID': '20110809-AL-001', 'messageIssueTime': '2011-08-09T11:00Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/1101/1'}]"
2011-09-07T06:00:00-SEP-001,2011-09-07T06:00Z,[{'displayName': 'SOHO: COSTEP 15.8-39.8 MeV'}],2013-07-15T15:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/131/-1,"[{'activityID': '2011-09-06T22:12:00-FLR-001'}, {'activityID': '2011-09-06T22:40:00-CME-001'}]","[{'messageID': '20110907-AL-001', 'messageIssueTime': '2011-09-07T11:00Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/133/1'}, {'messageID': '20110907-AL-002', 'messageIssueTime': '2011-09-07T11:00Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/1100/1'}]"
2011-09-22T11:35:00-SEP-001,2011-09-22T11:35Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-15T17:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/246/-1,"[{'activityID': '2011-09-22T10:29:00-FLR-001'}, {'activityID': '2011-09-22T11:24:00-CME-001'}]","[{'messageID': '20110922-AL-003', 'messageIssueTime': '2011-09-22T12:57Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/249/1'}]"
2011-09-23T06:00:00-SEP-001,2011-09-23T06:00Z,[{'displayName': 'SOHO: COSTEP 15.8-39.8 MeV'}],2014-08-07T18:49Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/253/-1,,"[{'messageID': '20110923-AL-001', 'messageIssueTime': '2011-09-23T11:00Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/254/1'}]"
2011-09-24T11:50:00-SEP-001,2011-09-24T11:50Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-24T18:00Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/1102/-1,"[{'activityID': '2011-09-24T09:21:00-FLR-001'}, {'activityID': '2011-09-24T10:24:00-CME-001'}]","[{'messageID': '20110924-AL-002', 'messageIssueTime': '2011-09-24T12:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/1103/1'}]"
2011-09-24T20:45:00-SEP-001,2011-09-24T20:45Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-15T18:55Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/311/-1,[{'activityID': '2011-09-24T20:29:00-FLR-001'}],"[{'messageID': '20110924-AL-007', 'messageIssueTime': '2011-09-24T21:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/312/1'}]"
2011-09-25T01:05:00-SEP-001,2011-09-25T01:05Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-15T20:45Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/348/-1,,"[{'messageID': '20110924-AL-008', 'messageIssueTime': '2011-09-24T21:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/349/1'}]"
2011-09-26T21:00:00-SEP-001,2011-09-26T21:00Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-17T13:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/454/-1,,"[{'messageID': '20110926-AL-003', 'messageIssueTime': '2011-09-26T22:20Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/455/1'}]"
2011-10-05T01:15:00-SEP-001,2011-10-05T01:15Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-17T13:55Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/470/-1,[{'activityID': '2011-10-04T13:10:00-CME-001'}],"[{'messageID': '20111005-AL-001', 'messageIssueTime': '2011-10-05T01:58Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/471/1'}]"
2011-10-23T15:00:00-SEP-001,2011-10-23T15:00Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-17T14:08Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/490/-1,[{'activityID': '2011-10-22T11:20:00-CME-001'}],"[{'messageID': '20111023-AL-001', 'messageIssueTime': '2011-10-23T15:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/491/1'}]"
2011-11-04T00:52:00-SEP-001,2011-11-04T00:52Z,[{'displayName': 'STEREO A: IMPACT 13-100 MeV'}],2013-07-17T14:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/500/-1,[{'activityID': '2011-11-03T22:39:00-CME-001'}],"[{'messageID': '20111103-AL-001', 'messageIssueTime': '2011-11-04T01:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/501/1'}]"
2011-11-26T08:00:00-SEP-001,2011-11-26T08:00Z,[{'displayName': 'SOHO: COSTEP 15.8-39.8 MeV'}],2013-07-17T14:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/514/-1,[{'activityID': '2011-11-26T07:12:00-CME-001'}],"[{'messageID': '20111126-AL-001', 'messageIssueTime': '2011-11-26T11:10Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/516/1'}]"
2011-11-26T11:25:00-SEP-001,2011-11-26T11:25Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-17T14:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/517/-1,[{'activityID': '2011-11-26T07:12:00-CME-001'}],"[{'messageID': '20111126-AL-002', 'messageIssueTime': '2011-11-26T12:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/518/1'}]"
2012-01-23T04:49:00-SEP-001,2012-01-23T04:49Z,[{'displayName': 'GOES13: SEM/EPS >100 MeV'}],2013-07-15T14:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/98/-1,"[{'activityID': '2012-01-23T03:38:00-FLR-001'}, {'activityID': '2012-01-23T04:00:00-CME-001'}]","[{'messageID': '20120123-AL-002', 'messageIssueTime': '2012-01-23T05:15Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/99/1'}]"
2012-01-23T05:00:00-SEP-001,2012-01-23T05:00Z,[{'displayName': 'SOHO: COSTEP 15.8-39.8 MeV'}],2013-07-15T15:19Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/127/-1,"[{'activityID': '2012-01-23T03:38:00-FLR-001'}, {'activityID': '2012-01-23T04:00:00-CME-001'}]","[{'messageID': '20120123-AL-007', 'messageIssueTime': '2012-01-23T11:50Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/128/1'}]"
2012-01-23T05:30:00-SEP-001,2012-01-23T05:30Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2014-07-25T19:30Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/6233/-1,"[{'activityID': '2012-01-23T03:38:00-FLR-001'}, {'activityID': '2012-01-23T04:00:00-CME-001'}]","[{'messageID': '20120123-AL-004', 'messageIssueTime': '2012-01-23T06:00Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/6249/1'}]"
2012-01-23T08:15:00-SEP-001,2012-01-23T08:15Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-15T15:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/124/-1,"[{'activityID': '2012-01-23T03:38:00-FLR-001'}, {'activityID': '2012-01-23T04:00:00-CME-001'}]","[{'messageID': '20120123-AL-005', 'messageIssueTime': '2012-01-23T11:15Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/125/1'}]"
2012-01-24T06:30:00-SEP-001,2012-01-24T06:30Z,[{'displayName': 'STEREO A: IMPACT 13-100 MeV'}],2013-07-15T15:21Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/132/-1,"[{'activityID': '2012-01-23T03:38:00-FLR-001'}, {'activityID': '2012-01-23T04:00:00-CME-001'}]","[{'messageID': '20120124-AL-001', 'messageIssueTime': '2012-01-24T11:15Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/134/1'}]"
2012-01-27T19:00:00-SEP-001,2012-01-27T19:00Z,[{'displayName': 'SOHO: COSTEP 15.8-39.8 MeV'}],2013-07-26T19:21Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/1117/-1,[{'activityID': '2012-01-27T16:39:00-CME-001'}],"[{'messageID': '20120127-AL-002', 'messageIssueTime': '2012-01-27T19:15Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/1118/1'}]"
2012-01-27T23:35:00-SEP-001,2012-01-27T23:35Z,[{'displayName': 'STEREO A: IMPACT 13-100 MeV'}],2013-07-15T15:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/141/-1,[{'activityID': '2012-01-27T17:37:00-FLR-001'}],"[{'messageID': '20120128-AL-001', 'messageIssueTime': '2012-01-28T00:15Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/142/1'}]"
2012-03-04T19:32:00-SEP-001,2012-03-04T19:32Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-15T15:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/167/-1,[{'activityID': '2012-03-04T11:24:00-CME-001'}],"[{'messageID': '20120304-AL-002', 'messageIssueTime': '2012-03-04T22:40Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/168/1'}]"
2012-03-07T01:44:00-SEP-001,2012-03-07T01:44Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-15T16:38Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/205/-1,"[{'activityID': '2012-03-07T00:00:00-FLR-001'}, {'activityID': '2012-03-07T00:36:00-CME-001'}, {'activityID': '2012-03-07T01:05:00-FLR-001'}, {'activityID': '2012-03-07T01:25:00-CME-001'}]","[{'messageID': '20120307-AL-002', 'messageIssueTime': '2012-03-07T02:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/206/1'}]"
2012-03-07T04:05:00-SEP-001,2012-03-07T04:05Z,[{'displayName': 'GOES13: SEM/EPS >100 MeV'}],2013-07-15T17:46Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/235/-1,"[{'activityID': '2012-03-07T00:00:00-FLR-001'}, {'activityID': '2012-03-07T00:36:00-CME-001'}, {'activityID': '2012-03-07T01:05:00-FLR-001'}, {'activityID': '2012-03-07T01:25:00-CME-001'}]","[{'messageID': '20120307-AL-005', 'messageIssueTime': '2012-03-07T04:42Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/237/1'}]"
2012-03-07T05:00:00-SEP-001,2012-03-07T05:00Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-09-25T05:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/3298/-1,"[{'activityID': '2012-03-07T00:00:00-FLR-001'}, {'activityID': '2012-03-07T00:36:00-CME-001'}, {'activityID': '2012-03-07T01:05:00-FLR-001'}, {'activityID': '2012-03-07T01:25:00-CME-001'}]","[{'messageID': '20120307-AL-006', 'messageIssueTime': '2012-03-07T05:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/3299/1'}]"
2012-03-09T14:42:00-SEP-001,2012-03-09T14:42Z,[{'displayName': 'STEREO A: IMPACT 13-100 MeV'}],2013-07-16T15:13Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/364/-1,[{'activityID': '2012-03-09T04:25:00-CME-001'}],"[{'messageID': '20120309-AL-006', 'messageIssueTime': '2012-03-09T15:12Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/365/1'}]"
2012-03-13T18:10:00-SEP-001,2012-03-13T18:10Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-16T20:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/418/-1,"[{'activityID': '2012-03-13T16:21:00-FLR-001'}, {'activityID': '2012-03-13T17:52:00-CME-001'}]","[{'messageID': '20120313-AL-002', 'messageIssueTime': '2012-03-13T18:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/419/1'}]"
2012-03-19T18:53:00-SEP-001,2012-03-19T18:53Z,[{'displayName': 'STEREO A: IMPACT 13-100 MeV'}],2013-07-17T13:48Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/461/-1,[{'activityID': '2012-03-18T00:39:00-CME-001'}],"[{'messageID': '20120319-AL-001', 'messageIssueTime': '2012-03-19T19:39Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/493/1'}]"
2012-03-21T08:20:00-SEP-001,2012-03-21T08:20Z,[{'displayName': 'STEREO A: IMPACT 13-100 MeV'}],2013-07-17T14:26Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/513/-1,[{'activityID': '2012-03-21T07:39:00-CME-001'}],"[{'messageID': '20120321-AL-001', 'messageIssueTime': '2012-03-21T14:25Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/515/1'}]"
2012-03-24T01:17:00-SEP-001,2012-03-24T01:17Z,[{'displayName': 'STEREO A: IMPACT 13-100 MeV'}],2013-07-17T14:40Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/523/-1,[{'activityID': '2012-03-24T00:39:00-CME-001'}],"[{'messageID': '20120324-AL-001', 'messageIssueTime': '2012-03-24T01:58Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/524/1'}]"
2012-03-27T01:05:00-SEP-001,2012-03-27T01:05Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-17T15:06Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/529/-1,[{'activityID': '2012-03-26T23:12:00-CME-001'}],"[{'messageID': '20120327-AL-002', 'messageIssueTime': '2012-03-27T01:33Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/530/1'}]"
2012-05-17T02:10:00-SEP-001,2012-05-17T02:10Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-18T18:19Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/670/-1,[{'activityID': '2012-05-17T00:30:00-FLR-001'}],"[{'messageID': '20120517-AL-002', 'messageIssueTime': '2012-05-17T03:15Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/671/1'}]"
2012-05-26T22:50:00-SEP-001,2012-05-26T22:50Z,[{'displayName': 'STEREO A: IMPACT 13-100 MeV'}],2013-07-18T18:27Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/677/-1,[{'activityID': '2012-05-26T22:54:00-CME-001'}],"[{'messageID': '20120526-AL-001', 'messageIssueTime': '2012-05-26T23:55Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/678/1'}]"
2012-05-27T05:05:00-SEP-001,2012-05-27T05:05Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-18T18:37Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/679/-1,[{'activityID': '2012-05-26T22:54:00-CME-001'}],"[{'messageID': '20120527-AL-001', 'messageIssueTime': '2012-05-27T06:25Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/680/1'}]"
2012-06-16T18:45:00-SEP-001,2012-06-16T18:45Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-18T19:14Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/718/-1,[{'activityID': '2012-06-14T14:09:00-CME-001'}],"[{'messageID': '20120616-AL-002', 'messageIssueTime': '2012-06-16T19:31Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/719/1'}]"
2012-07-07T04:00:00-SEP-001,2012-07-07T04:00Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-19T13:33Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/827/-1,[{'activityID': '2012-07-06T23:01:00-FLR-001'}],"[{'messageID': '20120707-AL-001', 'messageIssueTime': '2012-07-07T04:21Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/828/1'}]"
2012-07-09T01:20:00-SEP-001,2012-07-09T01:20Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-19T13:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/845/-1,"[{'activityID': '2012-07-08T16:23:00-FLR-001'}, {'activityID': '2012-07-08T16:48:00-CME-001'}]","[{'messageID': '20120709-AL-001', 'messageIssueTime': '2012-07-09T02:20Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/846/1'}]"
2012-07-12T17:50:00-SEP-001,2012-07-12T17:50Z,[{'displayName': 'SOHO: COSTEP 15.8-39.8 MeV'}],2013-07-11T21:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/8/-1,"[{'activityID': '2012-07-12T15:37:00-FLR-001'}, {'activityID': '2012-07-12T16:54:00-CME-001'}, {'activityID': '2012-07-12T18:18:00-SEP-001'}, {'activityID': '2012-07-12T18:35:00-SEP-001'}]","[{'messageID': '20120712-AL-002', 'messageIssueTime': '2012-07-12T18:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/11/1'}]"
2012-07-12T18:18:00-SEP-001,2012-07-12T18:18Z,[{'displayName': 'STEREO B: IMPACT 13-100 MeV'}],2013-07-11T21:24Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/10/-1,"[{'activityID': '2012-07-12T15:37:00-FLR-001'}, {'activityID': '2012-07-12T16:54:00-CME-001'}, {'activityID': '2012-07-12T17:50:00-SEP-001'}, {'activityID': '2012-07-12T18:35:00-SEP-001'}]","[{'messageID': '20120712-AL-003', 'messageIssueTime': '2012-07-12T19:10Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/12/1'}]"
2012-07-12T18:35:00-SEP-001,2012-07-12T18:35Z,[{'displayName': 'GOES13: SEM/EPS >10 MeV'}],2013-07-11T21:23Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/9/-1,"[{'activityID': '2012-07-12T15:37:00-FLR-001'}, {'activityID': '2012-07-12T16:54:00-CME-001'}, {'activityID': '2012-07-12T17:50:00-SEP-001'}, {'activityID': '2012-07-12T18:18:00-SEP-001'}]","[{'messageID': '20120712-AL-003', 'messageIssueTime': '2012-07-12T19:02Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/13/1'}]"
2012-07-17T16:30:00-SEP-001,2012-07-17T16:30Z,[{'displayName': 'SOHO: COSTEP 15.8-39.8 MeV'}],2013-07-19T14:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/SEP/868/-1,"[{'activityID': '2012-07-17T12:03:00-FLR-001'}, {'activityID': '2012-07-17T14:24:00-CME-001'}]","[{'messageID': '20120717-AL-001', 'messageIssueTime': '2012-07-17T18:50Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/870/1'}, {'messageID': '20120717-AL-002', 'messageIssueTime': '2012-07-17T17:45Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/873/1'}]"
